state,zipcode,purchases,sex,golf,travel,fashion,outdoors,technology,economic class,offer,exposure id
OH,51586,195.71,F,0,0,0,0,0,Affluent,GreenLemur,"b"">4'?\xbaO\xb2\x90\xd8\xd0h\xd9\xa8\xafr\x81l\xcaB\xa3\xee\xca\xa7\xb7Mp\x7f\xddF\xc5\x9e\xb9"""
NH,69427,3804.93,F,0,1,0,0,0,Middle,RedMouse,b'J&\x05\x16?\xbc\x99\xc6\xe2\xa1kF\xb0)P^w/$\x15\xcd\xbf\x892\x89\x12!\xc2\x17\xfb\xe9\xf5'
GU,73480,1875.64,M,0,1,0,0,0,Working,BlueElephant,"b'\x9e\xbf-\x9b\xa8)\x91A\x1f\xdf\xfa\xb8\xb6\x9d\x8c\x9d\xe6""Q>D\xda\xd5\x0c\xcd(\xfb\x13\xf8=\xb4J'"
UT,1640,1640.74,F,0,0,0,1,0,Poor,RedMouse,b'\xc9\x89\xca\x91\xafb\x19\xb9\x9e\x17\xc1\x04\xaf\xbe\xe8&y#C\x86\x08\xd8\xb9G%Q\xd8\xfb\x04\x87\x02\xcf'
KY,25349,10980.15,M,0,1,1,0,0,Affluent,YellowSeal,"b""fgeJ\xf4E\x8e\x91l\xb1\xe5\x1e-\xb0\xe8;\x9d\xda/\xfd#9\xf9'\xcf\xb3\xdbg\x87\xf9\xf0\xe8"""
MH,6782,2278.0,F,1,1,0,1,1,Working,BlueElephant,b'[\xdahc\x13\xd8\x86h\x94Z\xf0\x95\x8ed\x1a\xc5\x17\x9e\xf2\t\xcc\xbel\x0b\x9d\xfb\x99\x98\x80i\xb6w'
MI,71261,1206.06,F,0,1,0,0,0,Working,PurpleBear,b'\\rj}\xe6\x1a\xd3\x0b~\x96\x95z\xc7PT\x8c=\xbeh\xbd[\x10\xa5^h\x9e\x1f\xc8Vw\xb2\xcc'
RI,61371,8270.07,M,0,0,1,0,0,Rich,YellowSeal,"b'\xadfP\xd7c|\x97\xb0\xee%A\x03\xefX\x04\xc9\x13\n\xe8\xe6\xd2c\xc2\xfa\x9c,\xac\x05\xa5$~\x7f'"
AR,13264,11592.33,F,0,0,0,0,1,Affluent,BlueElephant,"b""C)\xd9!\xb3\xaf\x8a\xa1\xcb\xca`\x8c'\x15*\xb7\x08\xbbQ6\x1c}\x847u\xc4\x8f\x00\xc7:j\xd0"""
LA,17426,9776.16,F,1,0,1,0,0,Working,PurpleBear,"b'\x0f/\xeb3b\xf1Uv\x9e\xe3\xbc\xf6\xa6&F)\xdfpS\xce\x9c\x0c\x12YA\xec""\xa9\xee\xcb\xd3\x8d'"
NJ,88528,13993.81,F,0,0,1,1,0,Rich,RedMouse,b'Tt\xb49@|@*\xf8\xac\x18\x91\xd3\xc6\x81\\\x04\x7fA\xec5\xc9\xd4\xcdi\x86\x15\xcd\x057p\xdc'
MP,15511,1059.16,M,0,0,0,0,0,Middle,PurpleBear,b'\xf4\xaa\x89n\x08\xd6:\xeb\xda\xc0\xb3\x0f\x01\x1eF\xde\xafg\xa4\x07\xabE\x7f\xf6\xbbRBE\xfa\x03G\xd8'
LA,88163,2028.66,M,0,1,0,1,0,Affluent,RedMouse,b'~\xd8\x01\x98n\xc8\xa2\xb9\xee\xb0\xdaS\xb6p\xa86\xe6\xff\x14\x1d\xe2\xfb\xfa$\xed\x0e\x13\xf6\xce\xd1\xa8\xf9'
MD,22641,14129.36,M,1,1,0,0,0,Middle,GreenLemur,"b'""\x9b\xac\xae5\xd5\x1c?i\x8f}3W\x801*\x12\xa0u\xe32\x8c\x05\x9cGE\x9a\xee\x9a\x12ha'"
OR,14570,9794.6,M,0,0,1,0,0,Middle,RedMouse,b'\x16Z\x9e\xa4\xedY\x92\xbfx\xb1\x01\x89\xf0\xc6\x03\xb31\xaej\x9a]\x03\x02\xea\x84\xcc\x1e\x15\x15\x86rZ'
OK,15872,410.2,F,0,0,0,0,1,Working,YellowSeal,b'\x0c\xf2O\xd5k\x0c\xf148\xbb:\xa5R\xd7\x04\xd3`\x8dD\x14\x14/\x9cn \n?\x04b\x88\xb6F'
RI,66277,10655.69,M,0,0,1,0,0,Working,BlueElephant,"b'j\x92\x03~\x91l\xdcjW(\xa2\xad5\xaaN\x07 \xe6x\xabU8\xff\xb5!\x99\\\x8dV""\xe0\x92'"
VA,26015,3952.84,M,0,1,0,1,0,Middle,BlueElephant,"b""\xb9\x99,\xec#\xa3\xc9\xe0W'\xc3zk\xc8\x94a\xa0\xf0\x03\xde!8)\xf8N\xa6i\xb3\x9d\x04\xed\xc0"""
NE,44954,3107.64,M,0,0,0,1,0,Working,BlueElephant,b'\xc3\xca\x9bw\xbe\xe4\xff\x95$\xff\x19\xfc~*\xa6\xe0\x92\xce\xb9]\x1b\xe9\xf9\xc2\xb8\xd1L\x82\xdb\xcc\xa53'
WI,87296,7920.85,M,0,0,0,0,0,Affluent,GreenLemur,b'\xa8\x160d\xf5i\x8c\xe4\xa6?\xc6#\xab\x08I\x96\x1e0(U\x8e\xb2\xaf\xe3\xfe\xc8\xb7 KE\x91U'
PA,75769,14001.38,M,0,0,0,1,0,Middle,RedMouse,b'\xe0\xcc\xe1CE\xb5\xc8?\xd2\xa4_{\x8c\x04\x94\xf4\x05g2\xae\xc4\xd4J\xa9_\xea#\r\x94\xb6d@'
OH,39209,7115.48,M,0,0,1,1,0,Poor,YellowSeal,b'_\x8d\x1b\x8c\xc4%\xfcP\xc7\xfeb\xb7\x970\xec\n\x0e\x968\x17i\xeb\xe5\x91\x86(\xdea\xdf?\xa8('
PA,9651,12328.8,F,0,0,1,1,0,Poor,RedMouse,"b'`d%\xeb\xd6\x89E(3\xca\x0eL\xd5!B2\xcc\xb1\x07\xbe\x19\xb7A\xdb\x7f\xe6\x1e<2\xe3M,'"
WA,13195,9366.56,F,0,0,0,0,0,Poor,GreenLemur,"b""\x1a\xeb~\x9a\xd7\xe7\x97\xd2N\xf2G\x9a%{U\xeb_\x8b\x87e\xf6\xc3'LB\x92\x98E\xdfTu2"""
GA,63540,2824.38,M,0,0,0,1,1,Affluent,YellowSeal,b'\xb5p+\xcd\x82\x8d}\xb6\xa9\xbb+\x80y\\\xab\x8bCm#\x17}\xc2\x0e\xc8H)\x9d\xa9\x8f\x9f\xfa\xfc'
AS,61223,13566.9,M,1,0,1,0,0,Destitute,YellowSeal,"b'Q\xd9\xb9\xd3|\xdf~\xb5\xeca\xec,\xa3\n\xce<\x8f\x1d\x9e\xc27\xef\x7f\xdf+\xf6w\xe4P$\xb3\xe1'"
MP,47482,12598.67,F,0,0,0,0,0,Middle,YellowSeal,b'\xd7&;\xf5\xe3yx\xe2\xa5\x8c\x81\x10z\xa6\xcfh\xe7:Q\xf6\x84o7p\xaf\x0b\xe3\xeeK\xb8\xd8S'
SC,76074,674.99,M,0,0,0,0,1,Middle,PurpleBear,b'\xbd\x7f/\n#\xba\xb0\xad\\\xdf\xb5A\n\xb4\xff\xd63\xd8<A\xec\x01\x7f\xa2\xa3\xd8\x1c;q\xfc&D'
TN,69301,4880.29,M,0,1,0,0,1,Affluent,RedMouse,b'\xc8\xbf\xc7\xd9\xa1\xd5+\xa2v\xd6q\xe8\xe8k\xad\xc4O0\x97\x88S\xd4k?;\x8bR\xab\t1u\x01'
AS,35304,7079.53,M,0,0,0,1,0,Destitute,YellowSeal,b'\x1e\x7fCM0\xc5\xa8\x8f\xc8\xaeK\xfb\xbdB\xc9_\xcd?Q\xab\xaelGD\x9d\x0e\xf6:\x8c\x9a\xf3\xfd'
MS,59473,8294.22,M,0,1,1,0,0,Middle,GreenLemur,b'\xe2\x19w\xb5\x86\x99G\\\x82\x96\xcc\xf9\x98 \xf5\xb3\x0e\xa6\x18TW\xa9\x07{\xa8\n2\xb5Y\xac\xa5X'
AZ,28438,11614.93,F,0,0,0,0,0,Destitute,RedMouse,"b')\x9ap\x9d\x18\xf5&\x9c\x8btA)""\x0fp\x16\x93x\x80\xd8!t\xac\x91\'*\xa6\xc0\xeb?6\x94'"
HI,24954,3055.5,F,0,0,0,0,0,Working,BlueElephant,b'`\x1cR\xa2#K)g\xad\x9a\xba\x81\x1a-\x8e\xfa\xca\xb9\xf4RO@U\xf3\x13\xa3iOnP\xd8\xef'
IN,94060,14355.51,M,0,1,0,0,0,Destitute,GreenLemur,b'F\x05L\xdeX\xe5\x17rP\xfe\x1c\xbb\xa7\xe6\xe4\xac\x01\x8a\xb2\xa0\x9f\xa4C\xf2\x02\xe8\xd6\x00T\x17\x1a\\'
AL,54513,361.46,F,0,0,0,1,0,Working,RedMouse,b'\xf8*s\xdd%\xce\xe6O+\xa4I16\xc5rV\xaa\x97\xa3\xbdB\xce\xaf\x8e\xd1dEA\xe2\x8f\xb6\x9f'
NC,79008,12726.59,F,0,1,1,0,0,Destitute,BlueElephant,"b'\xafxG<\x0c8\xd5\xdc""\xf3Z\xe4\xda\x8b\xc6j\xd1[o\xf5\xc7\xba\x8fW\x8e\x10ZC\xec\x97\xc4\xbb'"
TN,90370,13789.71,F,0,0,1,0,0,Poor,BlueElephant,"b""#\xb6'Cc\xb6\xa1\xf2\x7f\xfe\xbd\x9eI\xf8\xd5\xc4\x93<o&,`\x8e\xb6\xd7\x89\x1cm\xfb\xd3\xed\x8e"""
DE,71678,551.08,M,0,1,1,0,1,Working,BlueElephant,b';\xd00\x80{\xf0\x16\xaf\xad\x0cE\xa6G_\\\x11\xc0\x8e\xb3\xf6\x14\x1f\x92[\xf7\xb3\xce\xdc\xd4\x1a\x86\xf4'
HI,80792,11907.13,F,1,0,0,0,0,Working,GreenLemur,b'\x10+\xf5\xdb\x8b\xd7\xcbZ\x9c\x00\xd2K\x11\x8f\xbe\xc4\r\x17G\xc5\x8d\xa3\xd4@\x95\x92_\x99P\xb3\xf9*'
IL,60589,4341.69,M,0,0,0,1,0,Working,YellowSeal,b'\x8c\xa8\xb7\xddK\xae\x15\xde\x95\xc0\xa6v\xeb2\x91\xc1\xc1`\x8fC\x1aM$U\xb6~\xce:\x88r\xa1\xd8'
HI,50711,5724.43,F,1,1,1,0,0,Poor,PurpleBear,"b'\x92j\x8a\x1aE\xa0P\xe2J\x84\x07\xa3\x8c\xc3\xa1)\xf3\x06\xe9\x9c\x1a\x89\r\x82\x1a\x8c\xa0\xf0=""\xb19'"
MT,12054,12682.96,M,1,1,0,0,0,Working,RedMouse,b'(M\xd6V)\xdfR)kR\xe1X\x99-)\xab\xc4i\xae|\xcc\xc0\x0b\x8d\x18\xac\x03:Z n\xc2'
AZ,32122,1445.02,F,0,0,0,0,0,Working,GreenLemur,b'\xe7\x19\xaf.[\xc3\xc0Hdg\xff\x0c\xe9\x9d\x0e<%\x19\\r\xf3\x1e\xcc\xb6\xa5\xae\xe8\x91\xbb\xd9\xed\xfa'
MN,58140,3746.85,M,0,1,0,0,0,Middle,RedMouse,"b""\xeb\xd0\n\x82?\x98\xcc\x8b\x17\xd6\xe3\xb77\xa7\x8f\x08\xa2fg\x16\xa5\xa6'_\xd1pSJ\xdf\xce\x97\xa9"""
MH,12812,915.39,M,0,0,0,1,0,Middle,BlueElephant,b'~\x97\xf5h\xa9d\xe1X\x13\x9a\xee\xe6\xbc\x83t\xb5\xdd\xa6?:\xa4\xa5\xcbbD\xf1\xf8\x8d-\xa5\xee\x85'
CA,47836,2640.18,M,0,0,0,0,0,Working,BlueElephant,b'\xcdT)\xf1\x0f!\xaf\xa4\x1ei6g \xc7R\x0e*\xbf\xeag\xa7\x04\xa1\xd5\x1f\x91\xf46w\xd4\xd6\x9f'
NE,85087,5724.22,M,0,1,0,1,0,Working,GreenLemur,"b""K\x8c\xb1\x8c1\xdfk\xd6h\xdc7\x06\xb0\xc9\xad\xe6otw\x87\x08\xf8U\xb8q\xcd'\x1eS\xd0+\xb5"""
CO,65612,10865.0,M,0,0,0,0,0,Middle,BlueElephant,b'D\xb3\x0f{\xec\xf2\xa8\xc7\x94\xb5\xe5\xf5\xb5`\xefp\xac\xd2\x03V\xa3\x13\xf8)\xbe\xcd\xb9\xed\xfd\xb0\x96q'
TN,49730,13640.01,M,0,1,0,1,0,Working,BlueElephant,b'\xc4*\xd9\x8eP\x86\x17\x1f\xc9{\x13\x1d\xb1t\x0c\x82\xbe\xfeJ\x97\xfb\xf8\x13(\xff\xe4\x1d\x87\xc6\xb2\xe9/'
MT,60054,9638.04,M,0,0,0,0,0,Affluent,YellowSeal,"b'\x9d\xf1\xa0\x0b}+\xc0\x9e\xe2\x1fw^\xb0\xe3D\xd8\xecV\xfa\x85\x08\xafy""\xb7\x16\xc4\xfd\xc2P9\x8d'"
OH,66512,4265.42,M,0,1,0,0,0,Affluent,RedMouse,b'\x1d\xec\xdd\xec\x0b\xe8\xf5\x8dL\x97G\xe8\xd4F\x8dg\xb4\xb2\x1f`\xf6\x81\x88i\xd8G\xcd\xf7\x98Qk\x8b'
OR,25833,11829.47,F,0,1,1,0,1,Middle,GreenLemur,b'\xe1\xe2\xaa\xec!yf\xe8fS\xcb\x8f\xce\xa2D&v\xe6\xf3=suCY\xf6/\xd9s`u\x96\xb6'
OH,85923,5641.5,F,0,0,0,1,0,Middle,YellowSeal,b'9\x1c9\x90x\xf7\xb5\x16;\xec\xe2T[b\xdc\xd7\xf2\xc3&\x17\xc6\xd2PG\xadvR\xd9)\x12\xf7Z'
TN,98924,6601.92,M,0,0,0,0,0,Affluent,RedMouse,"b'W,\x92\xf2\xb4\xe8\x03\xe4\x88\x87\xb9J\xb7\xfd\xc2\xb0\x08n&\xec\x88\xe4Nm\xe2\xd9\x90\xe6\xc7]~\xee'"
NV,84431,2980.6,M,0,0,1,0,0,Middle,GreenLemur,"b""\xad\xe2(2*\xcfhJ\xf0\xe5\x93>\x1c0\x95\xe9]'\xe1\xd2\x1d`f\xe2\x13$\xa0\x90\x16\xa1\xaf|"""
AL,84289,8936.63,M,0,0,0,1,0,Middle,YellowSeal,b'\x811\xa0V\xac\x9f\x00\xba]\xd7\xf6\x84\xfc\x94\n\xcd\xfc\x89\x85\xf7/4bO\x1d\x9d\xf0R\\6?\x92'
UT,75899,6629.1,F,0,1,0,0,0,Poor,PurpleBear,"b'\x0b\x96AA\xad\xc2\xc9V\x01RA\xc5\x0c,~\xe0\x86N\xee\xf0\xb3\xc0\x1f\xb1\x10\x84h\xb1\xbf#\xc3\xd5'"
AR,8517,8613.36,M,0,0,0,0,0,Affluent,GreenLemur,"b'\xa3S\xce\x03\xcd\x10\xf7\xe06\x88,{Yt\x84\xf4a\xb0]\x8bO\x82\x10T\rLH\x14\x91xTr'"
TX,15525,2470.81,M,0,1,0,0,0,Affluent,RedMouse,b'AFi\xe5\x90\t^\xae\xc9\x0f\xf6\x81\xca/#\x92G\x80\x0e39\xfa\x0fj\xa1l\xbf\xd0pk\x06\xab'
IN,47615,13256.0,F,0,1,0,0,0,Middle,GreenLemur,"b""\x87{\x19\xbc\xb8\x86\xde\xdf'\x17\x11\xed\xea\xf0\x1b\xf6]\xe3\xe6\x10\xec|.j\xe0\x95\xe2\x9d\n*\xcfL"""
OH,5746,9083.62,M,0,1,0,0,0,Destitute,BlueElephant,b'UM\x01I\xd5\xfe\xa8\xe1\x16\x19\xf9\x01u\x03\xd3pf\xc3\x95D\x94\xd1j\xd32]i\x8eU\x05\x83\x8a'
FM,97802,1110.89,M,0,0,0,0,0,Affluent,BlueElephant,b'\xa4U(\xc1^\xde\xa9QFN\x80%OUf\r\xaet\x9en\xbeW\xe6\x9c#HJ\xfeJK\xf66'
PW,37015,6292.31,M,0,0,0,1,0,Middle,PurpleBear,b'.9\xc5\xdd\x85\xd5\x0e\xb8\xbd&E\xf0\xd0\x1d\xc9\\\x92\xd5]\xe0\xc3\xf7w\xee\xd8\xbf\x974\x89\x11\xb7\xa7'
IL,84964,7764.58,F,0,0,0,0,0,Middle,PurpleBear,"b'-Y\x98\nX\xab\x0f\xdf\n\xd7\x8f}o n\xa5\xa4\x82""\xe7s\x9br\xf5\xad@\xf1\xe6\xb2\xe77='"
KS,1281,6047.14,F,0,1,0,0,0,Working,GreenLemur,"b""\x10\x7f6\xb0 @\x97\x98\xb8\x9aY\x81\xd4\xf5/\x83\x1e\xaez%4\xdb'\xcc\xbd\xbd\x16\x8a\xce\xa2G\xed"""
SD,80616,10277.57,F,0,0,1,0,0,Affluent,BlueElephant,"b'y\xdcO\xdd\x9bP\x8b\xbc2\x1c\x80R\x13\x079\x8c\xa5\xcf\xa7\x9a\xaa\x14\x96\x93\xb3\xe8:\xd9\xa1\xe8,\x0c'"
NV,24088,6904.56,F,0,0,0,0,0,Working,YellowSeal,b'\xd8c\xaf\x17\xf2\xb2\xd8\xbd\xee\xaa\xdc\x8f\xea\xb3m\xe9Z\xa2\x8a\xaf\xa4\x8cPR\xc7\x10&\xd1`7S\xf5'
KY,81176,3886.92,F,0,1,0,1,0,Working,GreenLemur,"b'\x02u\xa9\x1dNN@\x96\xf6%M\x03\xee\xd5\xc3\xb6\xd5\x1e\xd1-\xa6\xe9\x96\xc5p\xadGpi\xf6,\xae'"
TX,25145,11500.45,F,0,1,0,0,0,Affluent,RedMouse,b'\xa8\xae4\xb0d\xd3\xe4\xf9\xce\xb1\x0c0\xcd[p\xe1\x1b\xb5IO\x9d\xff\x82\xb1\xd1\xee\xd6\x80s\xecV!'
MD,8412,1146.42,F,0,0,0,0,1,Middle,PurpleBear,"b'-S\x83\xafQ>\x0f|\xd3X\xc54\xaf0DJ\xc7pS!%\xd0\x99\x1b\x80L\xf1,\xa8C\x81\xeb'"
NY,85977,11288.31,M,0,1,1,1,0,Working,YellowSeal,"b'\x83\xf7H,CN9\x14\x94\xd7\xff~\xd5w\xc9\xaf\x07T\xea4\xc9\x1b\xba\xf0\x05\xfe\xf25C \x1f\xb9'"
FM,64851,12784.98,F,0,1,1,0,0,Affluent,BlueElephant,"b't\x12Yt\x82\xc2\xe5~N""\xea\x0c\xdd\x89\x9e#J\xc7\xa4\xd7\xb6\xfaPC\xa6\x97\xe9\\))\x8c\xb7'"
IN,95127,9944.32,F,0,1,0,0,0,Working,PurpleBear,"b'(Rl\xc7xd\xf6h\x94V\x94\x8em!\xc6\xd0\xd9\xde,O\xd4J{v\x86\xfd\xfe\x86\x04\xbb\x19\xef'"
UT,41157,643.25,M,0,1,0,1,0,Affluent,GreenLemur,b'\n\xc1\xf3l[OWK\xe0Zx\x85m%\xf3\xaa=\x80\x93\x96\x967\x0b_c\x08\x89f\xa63r$'
MI,91831,13045.35,M,0,1,1,0,0,Working,RedMouse,"b""A\x18\x17\xae\xc6\x06\xc2D\xfb\xdb\xe2\xef\x87\xee\x14\xab\xc2x\x01-'\x01\\ffX\xa7d\xad|c\xef"""
SD,9291,645.78,M,0,0,1,0,0,Middle,BlueElephant,b'\x04]\x18\x80\x94E*\xa7\x99\xf6\x12\x13\xfbR\xab\xc4\x92\xbd\xeeH\xc4\xf3L\x14\x88e<Wc\xb4\xc8\xaf'
OR,69668,1267.56,F,0,1,0,0,0,Affluent,GreenLemur,"b""\x05\x03\xff\x8b\xe9h%D'\x80\xacz\x86Y3\xbc\xd3\xf4\x9b\x16\xc3\xc8\xfc!/\xe3\xa7\xd8\xa1\x9d\x86\x11"""
SC,33836,5341.25,F,0,0,0,0,0,Destitute,RedMouse,"b""\xb82\xb7\x8d\xb8\x1e-\x0f\xb8\xfd\x7f\x94'\xb5\xdaB\xe2\xd4ZVHaUN\x97\xb6\xaa\xe5\xee\xd8\x1d\xd5"""
PR,12123,11112.2,F,0,1,0,1,0,Destitute,RedMouse,b'y1\x87q\x08B\x83\r\xb1\xdf\xe0\x8dR\xde\xf6\x8b\x0fI\xfdQ>h{h\x83\x14\xed\xb1\xf3\x06#\x12'
AS,3660,6446.09,F,1,0,0,0,0,Working,GreenLemur,b'\xd5\x93\xee^H\x8c\x93\x03F\x00\xe0\x9bs\xb5\xfd\xdcX\xa6\x8a\xd8\xec\xc9\x9d\x1c\x94-\xc1\xf3\xe5\xee\x1a\xb3'
RI,49120,8955.72,M,1,0,1,0,0,Poor,PurpleBear,b'\xf1+\x8e\x91\xdb\xda\x17\x05\x16\x0f\xbbk\xb9s\xc1\xf3\x08g\xed$\xc6\x05La2\xaa\xed5#\x81\x141'
HI,34135,10526.87,M,0,0,0,1,0,Middle,PurpleBear,b')\n\x03\xd4\xbcw\xbd+\xfd\x07B\xaa7\xfb\x01\x06 +\xa7=\xf5\xf2\x1e\rf\x7fF\xf0\x02\xd6\x08\xc9'
NV,36220,2382.52,F,0,0,1,1,0,Middle,PurpleBear,b'\xdbe\xeb\xb8\xd9\x8b\x92?\x1fv\xd9\x04\xd4\xe9x\xd1\xf9\xb2qG1t\x8a\x00\xa0\x11L}\xc3\x8f\xd4?'
HI,51543,12834.0,F,0,0,0,0,1,Affluent,PurpleBear,"b'\xaf\\\xa8q\x95\x03R4\xd6>\x06IK6\xa9c\xd31>\x86*\xd0\xc3\xd7\x1bS""\xf4\x16\x1e7\xed'"
CT,65220,1203.42,F,1,0,0,0,0,Working,PurpleBear,b'\xe8/\x1d\x8c\xbb\xf0K\xf8\xefM\xae1\x97m\x87\xde\xd9\xf6\x05\r\xa7\xb3vv\xfb\xb2\x94\x94\x7f\xf9\x84]'
NM,98094,2958.59,F,0,1,0,1,0,Affluent,BlueElephant,"b""\xbf\x13\xdc\x8a\xf4(R\xa4\x88\xd7\x0cm1\x00G\xed\xbd'\x08\xf7Y}y\x94S\xb9a\x92\x99[Pq"""
MP,5202,7156.44,F,0,1,0,0,0,Middle,YellowSeal,"b'\x11\x06\xf7S\xc0\xd7\xedHcV""\xb4\x95\xf9\xd6}\xf8\xc9\x9e\x9ef\x07A\x04*Q>\xe4\xfe\xf5\xd5)'"
KS,59643,13909.2,M,0,1,0,0,0,Working,GreenLemur,"b'\n\t\xde\xcbJ2\xe91\xb0/-c""\x85\r\x15\x92z{T\x8d\xb0\xf967s\x8dT\xe9\xfd\xb1\x14'"
AL,89807,11314.72,M,0,1,0,0,0,Poor,RedMouse,"b'x\x8b\xe8\xa7\xeb\xc4X\xa3\xa3\xc0\xea\xab,p\xd6\x95\xc9\x96=\x81 K\xbfF\xe7\x0b\x85\x10\xc77@K'"
OK,47055,5366.86,M,0,1,0,0,0,Working,YellowSeal,"b'c\xa7\xa7\xb67\xb0T\xcbP\xd7\xe8\xb1A\xa1t\xed\xf4\x0f\xe0\x1e\xec\x9c\xce\xf4b,E\xf3\x9e\xe1\xac\x1b'"
AL,62319,2465.82,M,0,1,0,1,0,Poor,PurpleBear,b'W\xd8\x97sr\xba\x82 \xa7@j\xf9\x06\x9a\x9a|\xf1\xd6\x80L\xc0\xe0S\xe1\x95\x8cA\xfa\xe3\xbeG\x95'
PA,2569,8350.53,F,1,1,1,1,0,Destitute,PurpleBear,b'\xbf\xcb|\xfdE\x07\xbd\xb3 ^\xb6\x00\x9b\xa4/Na\xcd\x91\xb6\xcc=7:\xfd)\x1ab\x06\xe7J\xf0'
ID,82434,11306.53,M,0,1,0,1,0,Working,RedMouse,b'\xd4\xaep\x87\xde\xa1M4\x81\xe9\xf8\xd7\x05\xb0\xb2D\xcd\xfc\xa3\xb8\x98H/\x08\xae\x1fqG\x05\xea\x80\x97'
MO,42482,14550.26,M,0,0,1,0,0,Middle,PurpleBear,b')Th\xd6\xb4\xdd\x80\xf1\x82b\xc6\x91\xebN\xbc\x9b~@\xcbn\x07.\xd6\xfd\xc5\x8a\xb9\xa9W\x88\xbf\xdf'
AL,37272,7182.9,M,0,0,0,1,0,Middle,YellowSeal,"b'\xab\x03\xd8\x89\xd23}\x8a\xc0,fMD.\x8d\x8a\x9d`<\xe7*\x02\xef\xaa\xa92h\x89\xb5\xc8H\x14'"
SC,51016,10483.71,F,0,0,0,1,0,Working,GreenLemur,"b'e\xb9\x8a\xd4N\x8b\x07\x9c\x86,\xfb\xceX>\xe2\x14\x13$A\xb1\xd2M\x89\xbanS\xaa\xb5\xe0\xa8|\xab'"
ME,62016,5420.14,M,0,0,1,0,0,Affluent,BlueElephant,b'\xaa$\xbc\xaef<\xa49\xa3p\x05\x07\xf8)\x93\xb18d8\xcbp\x12r%YM\x0f\xb8\x93\x17\xd8\xd7'
WA,32501,7063.99,M,0,1,0,0,0,Affluent,BlueElephant,"b'\xcdy0""8%\x06\x0f\xc9\x96\xdc\xe5lP\xab-\x8d\x01\xe8\xafmNCP\xe9\xb4_\xc3\xe7\x0b5*'"
MP,16767,9926.12,M,0,0,0,1,0,Middle,GreenLemur,b'\xc6\xd4\x17\x1e\x9c\x06\xcbt\x80\x7fpN\xdeX\x85\xbfw\x7f.z\xc7s-\xce\xf3PaZ\xb2\x0f\xb4\xe0'
VA,55416,8733.51,M,1,0,0,1,0,Poor,PurpleBear,"b""\x87\x877\x01TM\xec\xbf8\xc4%\x12O\x85\xfa_.\x0f\xbd\x9a'\x0e\x1c\x00\x83\x1b'\xf0\x97C\xaa\xb4"""
IN,16027,7144.32,M,0,0,0,0,0,Middle,PurpleBear,b'\xd2W~9~\xc9=\xa2>\xab\x87\xe9~\x05\xf8\xa2IP\xcf\x0ft;\x1fh+\xab\xda\xc8\x1dg\xf6\x96'
CA,63730,13119.6,M,0,0,0,0,0,Affluent,RedMouse,b'<\x8bC+\xe1\xa6\x08Q#\xba\xc4\x8a\xc8\xb1\x91%\x90\x02\xd5\xc0\xb0L\x8a\xe1\xa9-\x8d>\tOjf'
OH,98516,10664.45,M,0,0,1,1,0,Working,GreenLemur,b'iF\x97\x89\x0c\x99\xeb\xc0\x0c\xa7zb\xf1\x9f\xfbD\xc5^Va])\xe5\x9b\x15\xbbg-\x00\xe7\xbb\x90'
MA,23508,4994.06,M,0,0,0,1,0,Middle,BlueElephant,b'3\xf5\xfe\xe6\xa5\xa4\xc6\xf8\r2\xceq\x0b\xbe*>6\x80c\xd1\xe8\xe7\xb1JL\x95\x9fo_\x06\xf6\x80'
MO,19079,5065.26,M,0,0,0,0,0,Destitute,BlueElephant,b'{N\xb6\xee8\x01\x88.\xbb\xd9\xf5{\xc6\xbe\xe4\x04\xc7b\x12\x0c6\xe1\x1f\xec\xba\x12B\x8a\x19\xec\xbd_'
IN,41964,12341.03,F,0,0,0,0,1,Middle,BlueElephant,b'\xc8\x03r\xe2\xa2\xd8\xfb\n \xde\xe9\x01\x03\xd2Q\xd9d\xa1-J f\x8f\xfa\xfd\x99\xbd2bp.\xf7'
MO,96460,14926.85,F,0,1,0,1,0,Working,RedMouse,b'K\x9bG\x15\x13\nh#Pq\xd5}t\xbbFf\xe6\xe1\x864P\x14mGu\x84\x8d\xc5b!\x90\x7f'
GU,74168,5806.25,F,0,0,0,1,0,Middle,BlueElephant,"b""V\xce\xc1z'8\xe6\x12w\xd2mu\x98\x89\xf2`~S7\xd5\x9a\x7f\xc7\x10\xe2\x02\x9a\xb7$\xc4\t\x14"""
AK,31568,13764.28,F,0,0,0,0,0,Middle,YellowSeal,"b'\xeb\xbc\x0e\xacF\x90\xdfY \x9aF)\xde\xe3|\xe8*\xe6Q\x04\x84\xab\xfa,\xdaI0\xbf\x8a \xdc\x81'"
TX,4535,5292.76,F,0,0,1,0,0,Working,BlueElephant,b'+`J\x137\xf2_@\x83\xae\xaakP\xf5?B\x9e6ln[\xbd\x07\xca\xb2\x1a\xb1\xa1\xd3s\xe0\x06'
PR,1019,8391.52,F,0,0,1,0,0,Working,BlueElephant,"b'\xa5\xf1\x0fM\'\xd2A\xb2\x82\xb3G\xd1\xd5\xbc#w\xc2\xdee\xd4\xce\r\x93\xfe\x98{\xd5\x8f\x92\xa3\xe7""'"
MI,11968,11720.21,F,0,0,1,0,0,Affluent,YellowSeal,b'_\xef\x16\xc4>\x80mFOb\x01\x82\xf5\x00\xcb\x84\xc3\xac%\xab\x1a\xbc\xcd\xf32!\x8cv\x12n\xea\x04'
